index,sweep_key,value,status,Cl,Cd,lift,drag,mesh,error
0,foils.AOA.0,-5.0,ok,-159.81891362960081,22.751360044719622,-178.40285668009287,25.396916629919676,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_neg5p0__000.unv",
1,foils.AOA.0,-4.0,ok,-160.79421865891126,22.25344977714023,-179.4915713973428,24.84110873403832,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_neg4p0__001.unv",
2,foils.AOA.0,-3.0,ok,-164.33670357722,20.918373146668223,-183.44598089005862,23.35078772412924,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_neg3p0__002.unv",
3,foils.AOA.0,-2.0,ok,-164.9438131734547,19.819621547186646,-184.12368594903052,22.124271915220447,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_neg2p0__003.unv",
4,foils.AOA.0,-1.0,ok,-166.37765045356377,19.148552970373295,-185.72425162036726,21.375170645459516,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_neg1p0__004.unv",
5,foils.AOA.0,0.0,ok,-168.8659374957164,18.28222157149501,-188.50187979014018,20.408101148605418,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_0p0__005.unv",
6,foils.AOA.0,1.0,ok,-169.36801510620734,17.645906762590943,-189.06233961277604,19.697794858328475,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_1p0__006.unv",
7,foils.AOA.0,2.0,ok,-170.6005720611142,16.94213072540361,-190.43821983109567,18.912182863816952,"C:\Users\goodm\OneDrive\1 - Documents\6 - Projects, Schemes and Learning\01_2D_Airfoil_Simulator\2D-Multi-Element-Aerofoil-Mesh-Generator-main\04_Meshes\3_el_wing__foils_AOA_0_2p0__007.unv",
